country_code,country_name,year,indicator_code,indicator_name,value
PAN,Panama,2024,SL.TLF.ADVN.MA.ZS,"Labor force with advanced education, male (% of male working-age population with advanced education)",84.164
MEX,Mexico,2024,SL.TLF.ADVN.MA.ZS,"Labor force with advanced education, male (% of male working-age population with advanced education)",85.056
HND,Honduras,2024,SL.TLF.ADVN.MA.ZS,"Labor force with advanced education, male (% of male working-age population with advanced education)",87.324
GTM,Guatemala,2024,SL.TLF.ADVN.MA.ZS,"Labor force with advanced education, male (% of male working-age population with advanced education)",89.966
SLV,El Salvador,2024,SL.TLF.ADVN.MA.ZS,"Labor force with advanced education, male (% of male working-age population with advanced education)",88.196
ECU,Ecuador,2024,SL.TLF.ADVN.MA.ZS,"Labor force with advanced education, male (% of male working-age population with advanced education)",81.91
DOM,Dominican Republic,2024,SL.TLF.ADVN.MA.ZS,"Labor force with advanced education, male (% of male working-age population with advanced education)",88.355
CRI,Costa Rica,2024,SL.TLF.ADVN.MA.ZS,"Labor force with advanced education, male (% of male working-age population with advanced education)",75.472
COL,Colombia,2024,SL.TLF.ADVN.MA.ZS,"Labor force with advanced education, male (% of male working-age population with advanced education)",87.0
CHL,Chile,2024,SL.TLF.ADVN.MA.ZS,"Labor force with advanced education, male (% of male working-age population with advanced education)",89.941
BRA,Brazil,2024,SL.TLF.ADVN.MA.ZS,"Labor force with advanced education, male (% of male working-age population with advanced education)",88.032
BOL,Bolivia,2024,SL.TLF.ADVN.MA.ZS,"Labor force with advanced education, male (% of male working-age population with advanced education)",91.951
ARG,Argentina,2024,SL.TLF.ADVN.MA.ZS,"Labor force with advanced education, male (% of male working-age population with advanced education)",85.313
URY,Uruguay,2020,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",
PER,Peru,2020,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",55.743
PAN,Panama,2020,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",39.168
MEX,Mexico,2020,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",36.23
HND,Honduras,2020,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",
GTM,Guatemala,2020,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",
SLV,El Salvador,2020,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",40.091
ECU,Ecuador,2020,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",
DOM,Dominican Republic,2020,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",42.669
CRI,Costa Rica,2020,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",42.408
COL,Colombia,2020,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",
CHL,Chile,2020,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",26.881
BRA,Brazil,2020,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",36.176
BOL,Bolivia,2020,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",51.427
ARG,Argentina,2020,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",31.25
URY,Uruguay,2021,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",
PER,Peru,2021,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",63.783
PAN,Panama,2021,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",32.997
MEX,Mexico,2021,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",39.073
HND,Honduras,2021,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",52.385
GTM,Guatemala,2021,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",41.524
SLV,El Salvador,2021,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",40.147
ECU,Ecuador,2021,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",48.259
DOM,Dominican Republic,2021,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",42.109
CRI,Costa Rica,2021,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",42.473
COL,Colombia,2021,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",36.804
CHL,Chile,2021,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",26.466
BRA,Brazil,2021,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",37.898
BOL,Bolivia,2021,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",65.288
ARG,Argentina,2021,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",33.284
URY,Uruguay,2022,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",49.298
PER,Peru,2022,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",61.09
PAN,Panama,2022,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",38.478
MEX,Mexico,2022,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",40.152
HND,Honduras,2022,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",47.904
GTM,Guatemala,2022,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",40.264
SLV,El Salvador,2022,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",41.835
ECU,Ecuador,2022,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",48.61
DOM,Dominican Republic,2022,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",42.281
CRI,Costa Rica,2022,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",41.942
COL,Colombia,2022,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",35.401
CHL,Chile,2022,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",29.511
BRA,Brazil,2022,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",38.891
BOL,Bolivia,2022,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",65.084
ARG,Argentina,2022,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",35.98
URY,Uruguay,2023,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",50.122
PER,Peru,2023,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",58.452
PAN,Panama,2023,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",36.176
MEX,Mexico,2023,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",41.353
HND,Honduras,2023,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",36.998
GTM,Guatemala,2023,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",50.759
SLV,El Salvador,2023,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",43.83
ECU,Ecuador,2023,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",46.589
DOM,Dominican Republic,2023,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",45.398
CRI,Costa Rica,2023,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",35.735
COL,Colombia,2023,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",36.04
CHL,Chile,2023,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",29.957
BRA,Brazil,2023,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",37.599
BOL,Bolivia,2023,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",64.739
ARG,Argentina,2023,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",35.972
URY,Uruguay,2024,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",51.107
PER,Peru,2024,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",57.97
PAN,Panama,2024,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",38.178
MEX,Mexico,2024,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",40.935
HND,Honduras,2024,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",37.957
GTM,Guatemala,2024,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",49.7
SLV,El Salvador,2024,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",40.106
ECU,Ecuador,2024,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",46.79
DOM,Dominican Republic,2024,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",44.07
CRI,Costa Rica,2024,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",36.356
COL,Colombia,2024,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",35.796
CHL,Chile,2024,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",29.621
BRA,Brazil,2024,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",37.088
BOL,Bolivia,2024,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",67.189
ARG,Argentina,2024,SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",32.668
URY,Uruguay,2020,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",
PER,Peru,2020,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",74.387
PAN,Panama,2020,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",66.731
MEX,Mexico,2020,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",71.103
HND,Honduras,2020,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",
GTM,Guatemala,2020,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",
SLV,El Salvador,2020,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",72.557
ECU,Ecuador,2020,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",
DOM,Dominican Republic,2020,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",73.829
CRI,Costa Rica,2020,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",71.514
COL,Colombia,2020,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",
CHL,Chile,2020,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",54.966
BRA,Brazil,2020,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",63.808
BOL,Bolivia,2020,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",74.532
ARG,Argentina,2020,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",57.821
URY,Uruguay,2021,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",
PER,Peru,2021,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",78.469
PAN,Panama,2021,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",67.435
MEX,Mexico,2021,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",76.28
HND,Honduras,2021,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",79.42
GTM,Guatemala,2021,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",83.568
SLV,El Salvador,2021,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",73.32
ECU,Ecuador,2021,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",74.315
DOM,Dominican Republic,2021,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",75.468
CRI,Costa Rica,2021,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",71.471
COL,Colombia,2021,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",73.129
CHL,Chile,2021,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",55.778
BRA,Brazil,2021,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",65.625
BOL,Bolivia,2021,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",79.915
ARG,Argentina,2021,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",61.687
URY,Uruguay,2022,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",70.669
PER,Peru,2022,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",76.134
PAN,Panama,2022,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",73.682
MEX,Mexico,2022,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",76.519
HND,Honduras,2022,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",78.436
GTM,Guatemala,2022,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",80.464
SLV,El Salvador,2022,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",74.534
ECU,Ecuador,2022,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",73.014
DOM,Dominican Republic,2022,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",73.918
CRI,Costa Rica,2022,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",71.701
COL,Colombia,2022,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",67.547
CHL,Chile,2022,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",56.778
BRA,Brazil,2022,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",66.559
BOL,Bolivia,2022,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",79.477
ARG,Argentina,2022,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",62.523
URY,Uruguay,2023,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",72.699
PER,Peru,2023,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",74.538
PAN,Panama,2023,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",68.005
MEX,Mexico,2023,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",76.087
HND,Honduras,2023,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",75.863
GTM,Guatemala,2023,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",86.447
SLV,El Salvador,2023,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",74.231
ECU,Ecuador,2023,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",72.639
DOM,Dominican Republic,2023,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",75.044
CRI,Costa Rica,2023,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",69.124
COL,Colombia,2023,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",67.253
CHL,Chile,2023,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",56.008
BRA,Brazil,2023,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",64.905
BOL,Bolivia,2023,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",78.757
ARG,Argentina,2023,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",63.361
URY,Uruguay,2024,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",73.164
PER,Peru,2024,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",72.94
PAN,Panama,2024,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",68.511
MEX,Mexico,2024,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",75.44
HND,Honduras,2024,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",75.199
GTM,Guatemala,2024,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",83.551
SLV,El Salvador,2024,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",72.178
ECU,Ecuador,2024,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",72.029
DOM,Dominican Republic,2024,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",76.248
CRI,Costa Rica,2024,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",67.888
COL,Colombia,2024,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",66.896
CHL,Chile,2024,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",55.777
BRA,Brazil,2024,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",64.874
BOL,Bolivia,2024,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",79.661
ARG,Argentina,2024,SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",58.584
URY,Uruguay,2020,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",
PER,Peru,2020,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",54.982
PAN,Panama,2020,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",62.033
MEX,Mexico,2020,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",45.635
HND,Honduras,2020,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",
GTM,Guatemala,2020,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",
SLV,El Salvador,2020,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",49.523
ECU,Ecuador,2020,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",
DOM,Dominican Republic,2020,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",48.745
CRI,Costa Rica,2020,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",55.285
COL,Colombia,2020,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",
CHL,Chile,2020,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",48.977
BRA,Brazil,2020,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",60.542
BOL,Bolivia,2020,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",55.081
ARG,Argentina,2020,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",51.231
URY,Uruguay,2021,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",
PER,Peru,2021,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",63.824
PAN,Panama,2021,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",53.012
MEX,Mexico,2021,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",49.143
HND,Honduras,2021,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",67.059
GTM,Guatemala,2021,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",64.34
SLV,El Salvador,2021,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",51.33
ECU,Ecuador,2021,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",54.968
DOM,Dominican Republic,2021,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",56.071
CRI,Costa Rica,2021,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",59.496
COL,Colombia,2021,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",56.536
CHL,Chile,2021,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",50.426
BRA,Brazil,2021,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",63.981
BOL,Bolivia,2021,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",67.609
ARG,Argentina,2021,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",55.356
URY,Uruguay,2022,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",66.345
PER,Peru,2022,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",66.136
PAN,Panama,2022,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",55.887
MEX,Mexico,2022,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",49.852
HND,Honduras,2022,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",60.001
GTM,Guatemala,2022,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",58.132
SLV,El Salvador,2022,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",52.911
ECU,Ecuador,2022,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",56.271
DOM,Dominican Republic,2022,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",57.034
CRI,Costa Rica,2022,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",59.833
COL,Colombia,2022,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",55.956
CHL,Chile,2022,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",54.342
BRA,Brazil,2022,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",65.487
BOL,Bolivia,2022,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",68.129
ARG,Argentina,2022,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",56.641
URY,Uruguay,2023,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",67.178
PER,Peru,2023,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",65.121
PAN,Panama,2023,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",54.714
MEX,Mexico,2023,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",51.291
HND,Honduras,2023,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",55.507
GTM,Guatemala,2023,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",65.766
SLV,El Salvador,2023,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",53.873
ECU,Ecuador,2023,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",53.628
DOM,Dominican Republic,2023,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",57.161
CRI,Costa Rica,2023,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",51.413
COL,Colombia,2023,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",56.307
CHL,Chile,2023,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",56.417
BRA,Brazil,2023,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",64.263
BOL,Bolivia,2023,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",68.309
ARG,Argentina,2023,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",58.498
URY,Uruguay,2024,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",67.507
PER,Peru,2024,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",64.234
PAN,Panama,2024,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",57.453
MEX,Mexico,2024,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",51.58
HND,Honduras,2024,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",54.25
GTM,Guatemala,2024,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",70.34
SLV,El Salvador,2024,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",54.508
ECU,Ecuador,2024,SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",52.758
